Age,Carries,Date,Month,Name,Oppt,Rec_TDs,Rec_Yds,Receptions,Rush_TDs,Rush_Yds,Targets,Team,Week,Year
23.207,9.5,2014-11-30,November,"Oliver, Branden",BAL,0.0,13.0,2.5,0.0,26.5,3.5,LAC,13,2014
24.297,2.0,2014-11-30,November,"Rodgers, Jacquizz",ARI,0.3333333333333333,10.0,2.6666666666666665,0.0,7.0,3.0,ATL,13,2014
24.072,9.0,2014-11-30,November,"Sims, Charles",CIN,0.0,12.0,2.3333333333333335,0.0,27.0,3.3333333333333335,TB,13,2014
27.254,9.0,2014-11-30,November,"Stewart, Jonathan",MIN,0.0,18.333333333333332,3.3333333333333335,0.3333333333333333,26.666666666666668,3.3333333333333335,CAR,13,2014
20.223,4.5,2014-11-30,November,"Thompson, Juwan",KC,0.0,0.0,0.0,0.0,20.5,0.0,DEN,13,2014
25.212,5.333333333333333,2014-11-30,November,"Vereen, Shane",GB,0.0,47.333333333333336,5.666666666666667,0.3333333333333333,22.0,7.0,NE,13,2014
23.306,15.0,2014-11-30,November,"West, Terrance",BUF,0.0,3.0,0.3333333333333333,0.3333333333333333,56.0,0.3333333333333333,CLE,13,2014
25.301,4.5,2014-11-30,November,"Whittaker, Fozzy",MIN,0.0,3.5,1.0,0.0,20.0,1.5,CAR,13,2014
22.094,8.333333333333334,2014-11-30,November,"Williams, Andre",JAX,0.0,7.0,1.3333333333333333,0.6666666666666666,23.333333333333332,3.0,NYG,13,2014
31.197,18.333333333333332,2014-11-27,November,"Gore, Frank",SEA,0.0,7.0,1.0,0.3333333333333333,70.66666666666667,1.3333333333333333,SF,13,2014
24.068,6.666666666666667,2014-11-27,November,"Hyde, Carlos",SEA,0.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,25.666666666666668,0.3333333333333333,SF,13,2014
28.219,20.0,2014-11-27,November,"Lynch, Marshawn",SF,0.0,22.333333333333332,1.6666666666666667,1.3333333333333333,101.0,2.6666666666666665,SEA,13,2014
26.138,18.666666666666668,2014-11-27,November,"McCoy, LeSean",DAL,0.0,5.666666666666667,1.0,0.6666666666666666,79.0,1.6666666666666667,PHI,13,2014
24.018,2.5,2014-11-27,November,"Michael, Christine",SF,0.0,0.0,0.0,0.0,34.5,0.0,SEA,13,2014
31.160,3.0,2014-11-27,November,"Sproles, Darren",DAL,0.0,16.666666666666668,2.0,0.6666666666666666,18.0,4.0,PHI,13,2014
24.360,4.666666666666667,2014-11-27,November,"Turbin, Robert",SF,0.0,1.0,0.6666666666666666,0.0,18.333333333333332,1.0,SEA,13,2014
22.275,8.0,2015-12-07,December,"Jones, Matt",DAL,0.3333333333333333,62.666666666666664,2.0,0.0,25.0,2.0,WAS,13,2015
26.360,13.333333333333334,2015-12-07,December,"Morris, Alfred",DAL,0.0,8.666666666666666,1.3333333333333333,0.0,56.666666666666664,1.3333333333333333,WAS,13,2015
25.048,2.6666666666666665,2015-12-07,December,"Thompson, Chris",DAL,0.0,13.0,1.6666666666666667,0.0,23.666666666666668,2.0,WAS,13,2015
26.005,4.5,2015-12-07,December,"Turbin, Robert",WAS,0.0,2.0,1.0,0.0,23.0,1.5,DAL,13,2015
22.174,4.333333333333333,2015-12-06,December,"Ajayi, Jay",BAL,0.0,25.0,2.0,0.0,22.333333333333332,2.6666666666666665,MIA,13,2015
24.101,13.0,2015-12-06,December,"Allen, Javorius",MIA,0.3333333333333333,27.0,3.3333333333333335,0.0,47.0,4.333333333333333,BAL,13,2015
24.299,9.666666666666666,2015-12-06,December,"Anderson, C.J.",LAC,0.0,17.666666666666668,2.0,0.6666666666666666,60.333333333333336,2.3333333333333335,DEN,13,2015
25.222,7.0,2015-12-06,December,"Barner, Kenjon",NE,0.0,0.5,0.5,0.0,33.5,1.0,PHI,13,2015
24.014,8.0,2015-12-06,December,"Bernard, Giovani",CLE,0.0,74.0,5.0,0.0,23.333333333333332,7.0,CIN,13,2015
29.001,14.666666666666666,2015-12-06,December,"Blount, LeGarrette",PHI,0.0,5.333333333333333,1.0,0.3333333333333333,49.666666666666664,1.3333333333333333,NE,13,2015
24.223,16.333333333333332,2015-12-06,December,"Blue, Alfred",BUF,0.3333333333333333,15.666666666666666,1.6666666666666667,0.3333333333333333,52.333333333333336,1.6666666666666667,HOU,13,2015
25.314,3.0,2015-12-06,December,"Bolden, Brandon",PHI,0.3333333333333333,28.0,1.3333333333333333,0.0,7.666666666666667,2.0,NE,13,2015
25.157,2.0,2015-12-06,December,"Burkhead, Rex",CLE,0.0,4.0,2.0,0.0,4.0,2.0,CIN,13,2015
22.234,18.333333333333332,2015-12-06,December,"Coleman, Tevin",TB,0.0,0.0,0.0,0.0,79.33333333333333,2.0,ATL,13,2015
22.332,8.333333333333334,2015-12-06,December,"Crowell, Isaiah",CIN,0.0,5.666666666666667,1.0,0.0,7.333333333333333,1.3333333333333333,CLE,13,2015
23.266,6.5,2015-12-06,December,"Freeman, Devonta",TB,0.0,14.5,1.5,0.0,30.5,2.0,ATL,13,2015
22.237,14.333333333333334,2015-12-06,December,"Gordon, Melvin",DEN,0.0,16.0,3.0,0.0,49.333333333333336,3.0,LAC,13,2015
32.206,13.666666666666666,2015-12-06,December,"Gore, Frank",PIT,0.0,19.666666666666668,3.0,0.0,29.666666666666668,3.6666666666666665,IND,13,2015
21.125,15.333333333333334,2015-12-06,December,"Gurley, Todd",ARI,0.0,18.333333333333332,1.3333333333333333,0.6666666666666666,43.333333333333336,1.6666666666666667,LAR,13,2015
23.047,12.0,2015-12-06,December,"Hill, Jeremy",CLE,0.0,6.333333333333333,1.3333333333333333,0.6666666666666666,48.666666666666664,1.3333333333333333,CIN,13,2015
25.350,7.666666666666667,2015-12-06,December,"Ingram, Mark",CAR,0.0,54.666666666666664,5.666666666666667,0.0,51.0,7.0,NO,13,2015
27.259,15.666666666666666,2015-12-06,December,"Ivory, Chris",NYG,0.0,20.0,1.6666666666666667,0.3333333333333333,74.0,2.0,NYJ,13,2015
23.355,5.0,2015-12-06,December,"Johnson, David",LAR,0.5,12.5,2.0,0.5,15.0,3.0,ARI,13,2015
22.074,6.0,2015-12-06,December,"Johnson, Duke",CIN,0.0,13.666666666666666,3.0,0.0,19.666666666666668,3.3333333333333335,CLE,13,2015
24.000,15.0,2015-12-06,December,"Langford, Jeremy",SF,0.3333333333333333,43.666666666666664,3.6666666666666665,1.0,48.666666666666664,6.0,CHI,13,2015
26.327,19.666666666666668,2015-12-06,December,"Martin, Doug",ATL,0.0,13.666666666666666,1.6666666666666667,0.0,131.66666666666666,2.6666666666666665,TB,13,2015
27.147,19.333333333333332,2015-12-06,December,"McCoy, LeSean",HOU,0.3333333333333333,39.666666666666664,4.666666666666667,0.3333333333333333,88.0,6.666666666666667,BUF,13,2015
23.217,4.0,2015-12-06,December,"McKinnon, Jerick",SEA,0.0,4.0,1.0,0.0,26.5,1.0,MIN,13,2015
24.225,9.333333333333334,2015-12-06,December,"Miller, Lamar",BAL,0.3333333333333333,24.0,3.6666666666666665,0.0,29.666666666666668,5.0,MIA,13,2015
25.322,15.666666666666666,2015-12-06,December,"Murray, Latavius",KC,0.0,17.333333333333332,2.0,0.3333333333333333,45.0,2.6666666666666665,OAK,13,2015
26.233,3.6666666666666665,2015-12-06,December,"Olawale, Jamize",KC,0.0,16.666666666666668,1.3333333333333333,0.0,17.666666666666668,1.6666666666666667,OAK,13,2015
30.260,22.666666666666668,2015-12-06,December,"Peterson, Adrian",SEA,0.0,19.333333333333332,2.0,1.3333333333333333,135.33333333333334,3.0,MIN,13,2015
27.040,7.333333333333333,2015-12-06,December,"Powell, Bilal",NYG,0.0,30.0,3.0,0.0,37.333333333333336,5.333333333333333,NYJ,13,2015
22.125,17.666666666666668,2015-12-06,December,"Rawls, Thomas",MIN,0.3333333333333333,15.333333333333334,1.0,0.6666666666666666,103.0,1.3333333333333333,SEA,13,2015
26.313,3.0,2015-12-06,December,"Ridley, Stevan",NYG,0.0,-1.6666666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,NYJ,13,2015
25.078,6.333333333333333,2015-12-06,December,"Sims, Charles",ATL,0.3333333333333333,23.333333333333332,2.6666666666666665,0.0,23.0,4.0,TB,13,2015
32.169,3.6666666666666665,2015-12-06,December,"Sproles, Darren",NE,0.3333333333333333,31.0,4.0,0.0,8.333333333333334,6.333333333333333,PHI,13,2015
28.260,21.333333333333332,2015-12-06,December,"Stewart, Jonathan",NO,0.3333333333333333,7.0,1.3333333333333333,0.3333333333333333,87.0,1.6666666666666667,CAR,13,2015
21.229,1.0,2015-12-06,December,"Thompson, Juwan",LAC,0.0,0.0,0.0,0.0,3.0,0.0,DEN,13,2015
26.218,3.0,2015-12-06,December,"Vereen, Shane",NYJ,0.0,26.333333333333332,3.3333333333333335,0.0,14.333333333333334,4.666666666666667,NYG,13,2015
24.013,10.666666666666666,2015-12-06,December,"Ware, Spencer",OAK,0.0,2.0,1.3333333333333333,1.0,71.33333333333333,1.3333333333333333,KC,13,2015
24.187,17.5,2015-12-06,December,"West, Charcandrick",OAK,0.5,70.0,2.5,0.5,42.5,3.5,KC,13,2015
24.312,10.0,2015-12-06,December,"West, Terrance",MIA,0.0,0.0,0.0,0.0,39.0,0.0,BAL,13,2015
23.306,2.0,2015-12-06,December,"White, James",PHI,0.3333333333333333,14.333333333333334,1.6666666666666667,0.3333333333333333,6.666666666666667,3.0,NE,13,2015
26.307,2.0,2015-12-06,December,"Whittaker, Fozzy",NO,0.0,2.5,1.5,0.0,4.0,1.5,CAR,13,2015
23.100,3.3333333333333335,2015-12-06,December,"Williams, Andre",NYJ,0.0,0.0,0.0,0.0,5.666666666666667,0.0,NYG,13,2015
23.247,1.0,2015-12-06,December,"Williams, Damien",BAL,0.0,3.0,1.0,0.0,0.0,1.0,MIA,13,2015
22.065,13.666666666666666,2015-12-06,December,"Yeldon, T.J.",TEN,0.0,26.666666666666668,4.0,0.0,50.333333333333336,5.0,JAX,13,2015
22.173,11.0,2015-12-03,December,"Abdullah, Ameer",GB,0.0,7.0,1.0,0.0,40.666666666666664,1.6666666666666667,DET,13,2015
24.213,3.6666666666666665,2015-12-03,December,"Riddick, Theo",GB,0.3333333333333333,53.0,4.333333333333333,0.0,7.0,4.666666666666667,DET,13,2015
23.196,1.0,2016-12-05,December,"Ferguson, Josh",NYJ,0.0,26.0,2.0,0.0,-2.0,2.0,IND,13,2016
33.205,15.666666666666666,2016-12-05,December,"Gore, Frank",NYJ,0.0,31.0,3.0,0.0,45.666666666666664,3.6666666666666665,IND,13,2016
28.039,4.0,2016-12-05,December,"Powell, Bilal",IND,0.5,29.5,4.5,0.0,39.0,5.5,NYJ,13,2016
27.003,1.6666666666666667,2016-12-05,December,"Turbin, Robert",NYJ,0.0,4.333333333333333,1.3333333333333333,0.3333333333333333,9.333333333333334,1.6666666666666667,IND,13,2016
23.172,17.666666666666668,2016-12-04,December,"Ajayi, Jay",BAL,0.0,6.333333333333333,1.6666666666666667,0.3333333333333333,67.0,2.3333333333333335,MIA,13,2016
22.281,7.0,2016-12-04,December,"Barber, Peyton",LAC,0.0,1.3333333333333333,0.3333333333333333,0.0,25.333333333333332,0.3333333333333333,TB,13,2016
24.290,22.666666666666668,2016-12-04,December,"Bell, Le'Veon",NYG,0.3333333333333333,51.333333333333336,7.0,1.0,107.66666666666667,8.0,PIT,13,2016
23.329,8.0,2016-12-04,December,"Bibbs, Kapri",JAX,0.0,0.0,0.0,0.0,22.0,0.5,DEN,13,2016
29.365,17.0,2016-12-04,December,"Blount, LeGarrette",LAR,0.0,0.0,0.0,1.0,86.66666666666667,0.3333333333333333,NE,13,2016
25.221,4.0,2016-12-04,December,"Blue, Alfred",GB,0.0,0.0,0.0,0.0,13.5,0.0,HOU,13,2016
24.191,17.0,2016-12-04,December,"Booker, Devontae",JAX,0.0,11.333333333333334,1.0,0.0,54.333333333333336,1.3333333333333333,DEN,13,2016
26.155,5.0,2016-12-04,December,"Burkhead, Rex",PHI,0.0,19.0,2.0,0.0,29.0,2.0,CIN,13,2016
23.232,8.0,2016-12-04,December,"Coleman, Tevin",KC,0.0,49.5,3.5,0.5,15.5,4.0,ATL,13,2016
26.150,3.0,2016-12-04,December,"Cunningham, Benny",NE,0.0,3.6666666666666665,1.6666666666666667,0.0,16.0,2.6666666666666665,LAR,13,2016
22.318,8.333333333333334,2016-12-04,December,"Dixon, Kenneth",MIA,0.0,24.333333333333332,3.0,0.0,42.333333333333336,4.0,BAL,13,2016
22.313,1.0,2016-12-04,December,"Drake, Kenyan",BAL,0.0,0.0,0.0,0.0,6.666666666666667,0.0,MIA,13,2016
23.272,1.0,2016-12-04,December,"Farrow, Kenneth",TB,0.0,0.0,0.0,0.0,-3.0,0.0,LAC,13,2016
24.264,13.0,2016-12-04,December,"Freeman, Devonta",KC,0.0,23.0,3.0,0.6666666666666666,43.0,3.3333333333333335,ATL,13,2016
26.033,14.0,2016-12-04,December,"Gillislee, Mike",OAK,0.0,0.0,0.0,0.0,72.0,1.0,BUF,13,2016
23.235,18.333333333333332,2016-12-04,December,"Gordon, Melvin",TB,0.0,27.0,3.0,0.6666666666666666,65.66666666666667,4.0,LAC,13,2016
22.123,18.0,2016-12-04,December,"Gurley, Todd",NE,0.0,15.666666666666666,1.6666666666666667,0.3333333333333333,63.333333333333336,2.3333333333333335,LAR,13,2016
24.045,14.333333333333334,2016-12-04,December,"Hill, Jeremy",PHI,0.0,20.666666666666668,2.6666666666666665,0.3333333333333333,43.0,2.6666666666666665,CIN,13,2016
22.032,16.666666666666668,2016-12-04,December,"Howard, Jordan",SF,0.0,21.666666666666668,1.3333333333333333,0.0,87.0,4.333333333333333,CHI,13,2016
26.075,15.0,2016-12-04,December,"Hyde, Carlos",CHI,0.3333333333333333,18.0,2.6666666666666665,0.0,55.0,3.3333333333333335,SF,13,2016
26.349,10.666666666666666,2016-12-04,December,"Ingram, Mark",DET,0.3333333333333333,27.0,2.0,0.3333333333333333,74.66666666666667,2.6666666666666665,NO,13,2016
24.354,18.0,2016-12-04,December,"Johnson, David",WAS,1.0,68.66666666666667,6.666666666666667,0.6666666666666666,72.0,9.666666666666666,ARI,13,2016
24.062,20.0,2016-12-04,December,"Kelley, Robert",ARI,0.0,1.0,1.0,1.0,90.33333333333333,1.6666666666666667,WAS,13,2016
24.364,3.0,2016-12-04,December,"Langford, Jeremy",SF,0.0,13.333333333333334,2.3333333333333335,0.3333333333333333,9.666666666666666,3.3333333333333335,CHI,13,2016
26.068,5.5,2016-12-04,December,"Lewis, Dion",LAR,0.0,30.0,3.5,0.0,23.5,6.0,NE,13,2016
27.326,21.0,2016-12-04,December,"Martin, Doug",LAC,0.0,19.333333333333332,2.0,0.3333333333333333,61.0,2.6666666666666665,TB,13,2016
28.145,13.333333333333334,2016-12-04,December,"McCoy, LeSean",OAK,0.0,18.333333333333332,2.6666666666666665,1.3333333333333333,64.66666666666667,3.0,BUF,13,2016
26.025,3.0,2016-12-04,December,"Michael, Christine",HOU,0.0,2.0,0.5,0.0,13.0,0.5,GB,13,2016
25.223,19.333333333333332,2016-12-04,December,"Miller, Lamar",GB,0.0,9.0,1.6666666666666667,0.3333333333333333,81.33333333333333,2.3333333333333335,HOU,13,2016
26.321,15.0,2016-12-04,December,"Murray, Latavius",BUF,0.0,38.333333333333336,3.0,0.6666666666666666,45.666666666666664,3.6666666666666665,OAK,13,2016
22.018,7.333333333333333,2016-12-04,December,"Perkins, Paul",PIT,0.0,11.0,1.3333333333333333,0.0,25.333333333333332,2.3333333333333335,NYG,13,2016
23.005,2.0,2016-12-04,December,"Pope, Troymaine",CAR,0.0,0.0,0.0,0.0,3.0,0.0,SEA,13,2016
23.123,12.666666666666666,2016-12-04,December,"Rawls, Thomas",CAR,0.0,19.0,2.0,0.0,42.333333333333336,2.6666666666666665,SEA,13,2016
23.050,4.333333333333333,2016-12-04,December,"Richard, Jalen",BUF,0.3333333333333333,20.333333333333332,1.6666666666666667,0.3333333333333333,36.333333333333336,1.6666666666666667,OAK,13,2016
25.214,6.666666666666667,2016-12-04,December,"Riddick, Theo",NO,0.3333333333333333,48.666666666666664,6.0,0.3333333333333333,34.333333333333336,6.666666666666667,DET,13,2016
23.350,2.5,2016-12-04,December,"Ripkowski, Aaron",HOU,0.0,7.5,1.0,0.5,5.0,1.0,GB,13,2016
22.310,11.666666666666666,2016-12-04,December,"Smallwood, Wendell",CIN,0.0,13.666666666666666,1.6666666666666667,0.0,51.666666666666664,2.3333333333333335,PHI,13,2016
33.167,2.3333333333333335,2016-12-04,December,"Sproles, Darren",CIN,0.0,37.0,4.666666666666667,0.0,13.333333333333334,6.0,PHI,13,2016
29.258,16.0,2016-12-04,December,"Stewart, Jonathan",SEA,0.0,2.6666666666666665,0.3333333333333333,1.0,55.333333333333336,2.0,CAR,13,2016
26.045,3.3333333333333335,2016-12-04,December,"Thompson, Chris",ARI,0.0,12.333333333333334,3.0,0.0,17.333333333333332,4.0,WAS,13,2016
25.011,15.666666666666666,2016-12-04,December,"Ware, Spencer",ATL,0.0,19.666666666666668,2.3333333333333335,0.0,64.66666666666667,2.3333333333333335,KC,13,2016
22.224,6.666666666666667,2016-12-04,December,"Washington, Dwayne",NO,0.0,5.0,0.6666666666666666,0.3333333333333333,8.666666666666666,0.6666666666666666,DET,13,2016
25.185,2.6666666666666665,2016-12-04,December,"West, Charcandrick",ATL,0.0,9.666666666666666,3.0,0.0,4.0,3.3333333333333335,KC,13,2016
25.311,14.0,2016-12-04,December,"West, Terrance",MIA,0.0,13.0,1.6666666666666667,0.3333333333333333,51.666666666666664,2.6666666666666665,BAL,13,2016
24.305,1.5,2016-12-04,December,"White, James",LAR,0.0,36.0,4.5,0.0,4.5,5.5,NE,13,2016
27.306,2.3333333333333335,2016-12-04,December,"Whittaker, Fozzy",SEA,0.0,3.0,0.3333333333333333,0.0,6.333333333333333,1.3333333333333333,CAR,13,2016
24.245,1.6666666666666667,2016-12-04,December,"Williams, Damien",BAL,0.3333333333333333,19.333333333333332,1.3333333333333333,0.3333333333333333,6.0,1.6666666666666667,MIA,13,2016
23.063,6.333333333333333,2016-12-04,December,"Yeldon, T.J.",DEN,0.0,15.333333333333334,2.0,0.0,21.666666666666668,2.6666666666666665,JAX,13,2016
25.082,1.0,2016-12-04,December,"Zenner, Zach",NO,0.0,0.0,0.0,0.0,0.0,0.0,DET,13,2016
21.132,22.0,2016-12-01,December,"Elliott, Ezekiel",MIN,0.3333333333333333,49.333333333333336,2.6666666666666665,1.3333333333333333,102.66666666666667,3.0,DAL,13,2016
24.212,10.333333333333334,2016-12-01,December,"McKinnon, Jerick",DAL,0.0,19.666666666666668,2.3333333333333335,0.0,30.333333333333332,2.6666666666666665,MIN,13,2016
27.355,2.3333333333333335,2016-12-01,December,"Morris, Alfred",MIN,0.0,2.0,0.3333333333333333,0.0,9.333333333333334,0.3333333333333333,DAL,13,2016
25.289,19.333333333333332,2017-12-04,December,"Bell, Le'Veon",CIN,0.0,59.0,8.666666666666666,0.0,73.66666666666667,10.333333333333334,PIT,13,2017
26.012,2.6666666666666665,2017-12-04,December,"Bernard, Giovani",PIT,0.0,20.333333333333332,2.3333333333333335,0.0,6.0,2.6666666666666665,CIN,13,2017
22.213,3.3333333333333335,2017-12-04,December,"Conner, James",CIN,0.0,0.0,0.0,0.0,11.666666666666666,0.0,PIT,13,2017
21.133,17.333333333333332,2017-12-04,December,"Mixon, Joe",PIT,0.0,18.0,2.0,0.6666666666666666,66.66666666666667,2.6666666666666665,CIN,13,2017
24.171,6.0,2017-12-03,December,"Ajayi, Jay",SEA,0.0,8.5,1.0,0.0,58.5,1.5,PHI,13,2017
26.098,9.666666666666666,2017-12-03,December,"Allen, Javorius",DET,0.0,3.6666666666666665,0.6666666666666666,0.3333333333333333,31.333333333333332,1.0,BAL,13,2017
26.296,9.333333333333334,2017-12-03,December,"Anderson, C.J.",MIA,0.0,6.666666666666667,1.0,0.3333333333333333,34.333333333333336,1.3333333333333333,DEN,13,2017
23.279,3.5,2017-12-03,December,"Barber, Peyton",GB,0.0,0.0,0.0,1.0,2.5,0.0,TB,13,2017
30.363,14.0,2017-12-03,December,"Blount, LeGarrette",SEA,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,66.66666666666667,0.3333333333333333,PHI,13,2017
26.220,6.0,2017-12-03,December,"Blue, Alfred",TEN,0.0,5.5,1.0,0.0,12.5,1.0,HOU,13,2017
25.190,9.333333333333334,2017-12-03,December,"Booker, Devontae",MIA,0.0,27.0,2.6666666666666665,0.0,26.333333333333332,3.0,DEN,13,2017
22.278,4.666666666666667,2017-12-03,December,"Breida, Matt",CHI,0.0,5.0,0.6666666666666666,0.3333333333333333,26.0,1.0,SF,13,2017
27.154,9.333333333333334,2017-12-03,December,"Burkhead, Rex",BUF,0.6666666666666666,17.0,3.0,0.3333333333333333,34.0,3.6666666666666665,NE,13,2017
28.305,4.5,2017-12-03,December,"Cadet, Travaris",NE,0.0,30.0,4.5,0.0,22.5,4.5,BUF,13,2017
30.341,4.0,2017-12-03,December,"Charles, Jamaal",MIA,0.0,2.3333333333333335,0.6666666666666666,0.0,16.0,1.3333333333333333,DEN,13,2017
23.031,5.0,2017-12-03,December,"Clement, Corey",SEA,0.0,6.0,0.5,0.5,38.5,0.5,PHI,13,2017
24.231,19.666666666666668,2017-12-03,December,"Coleman, Tevin",MIN,0.0,6.666666666666667,0.6666666666666666,1.3333333333333333,74.33333333333333,1.0,ATL,13,2017
23.099,18.0,2017-12-03,December,"Collins, Alex",DET,0.0,9.5,3.0,1.0,54.5,4.5,BAL,13,2017
24.329,14.333333333333334,2017-12-03,December,"Crowell, Isaiah",LAC,0.0,5.0,0.6666666666666666,0.3333333333333333,67.66666666666667,1.3333333333333333,CLE,13,2017
24.287,6.0,2017-12-03,December,"Davis, Mike",PHI,0.0,41.0,2.0,0.0,18.0,2.0,SEA,13,2017
23.311,7.666666666666667,2017-12-03,December,"Drake, Kenyan",DEN,0.3333333333333333,15.666666666666666,2.0,0.3333333333333333,35.333333333333336,2.6666666666666665,MIA,13,2017
22.200,7.333333333333333,2017-12-03,December,"Ekeler, Austin",CLE,0.6666666666666666,50.0,3.3333333333333335,0.3333333333333333,32.333333333333336,3.3333333333333335,LAC,13,2017
24.011,1.0,2017-12-03,December,"Foster, D.J.",LAR,0.0,18.0,3.0,0.0,4.0,4.0,ARI,13,2017
22.319,19.0,2017-12-03,December,"Fournette, Leonard",IND,0.0,12.333333333333334,2.3333333333333335,0.0,56.333333333333336,3.3333333333333335,JAX,13,2017
25.263,7.0,2017-12-03,December,"Freeman, Devonta",MIN,0.0,1.0,1.0,0.5,20.0,1.0,ATL,13,2017
23.063,6.0,2017-12-03,December,"Gallman, Wayne",OAK,0.0,3.0,1.0,0.0,26.0,2.3333333333333335,NYG,13,2017
24.234,19.0,2017-12-03,December,"Gordon, Melvin",CLE,0.0,12.666666666666666,2.6666666666666665,0.3333333333333333,57.333333333333336,4.333333333333333,LAC,13,2017
34.203,14.666666666666666,2017-12-03,December,"Gore, Frank",JAX,0.0,11.333333333333334,1.3333333333333333,0.3333333333333333,52.666666666666664,2.3333333333333335,IND,13,2017
23.122,14.333333333333334,2017-12-03,December,"Gurley, Todd",ARI,0.0,47.0,4.333333333333333,0.3333333333333333,59.666666666666664,6.0,LAR,13,2017
24.134,2.0,2017-12-03,December,"Ham, C.J.",ATL,0.0,0.0,0.0,0.0,5.5,0.0,MIN,13,2017
23.333,10.333333333333334,2017-12-03,December,"Henry, Derrick",HOU,0.0,3.3333333333333335,0.3333333333333333,0.0,54.333333333333336,1.6666666666666667,TEN,13,2017
23.031,12.333333333333334,2017-12-03,December,"Howard, Jordan",SF,0.0,4.333333333333333,0.6666666666666666,0.3333333333333333,61.666666666666664,0.6666666666666666,CHI,13,2017
22.119,15.333333333333334,2017-12-03,December,"Hunt, Kareem",NYJ,0.6666666666666666,37.0,3.0,0.3333333333333333,79.33333333333333,3.3333333333333335,KC,13,2017
27.074,14.0,2017-12-03,December,"Hyde, Carlos",CHI,0.0,19.666666666666668,5.0,0.0,63.333333333333336,7.333333333333333,SF,13,2017
27.347,14.333333333333334,2017-12-03,December,"Ingram, Mark",CAR,0.0,8.666666666666666,1.6666666666666667,1.3333333333333333,98.66666666666667,2.3333333333333335,NO,13,2017
29.256,5.333333333333333,2017-12-03,December,"Ivory, Chris",IND,0.0,3.6666666666666665,0.3333333333333333,0.0,14.0,0.6666666666666666,JAX,13,2017
24.071,6.0,2017-12-03,December,"Johnson, Duke",LAC,0.3333333333333333,40.666666666666664,4.666666666666667,0.0,33.0,5.666666666666667,CLE,13,2017
23.001,3.0,2017-12-03,December,"Jones, Aaron",TB,0.0,0.0,1.0,0.0,12.0,1.0,GB,13,2017
26.224,1.0,2017-12-03,December,"Juszczyk, Kyle",CHI,0.0,22.0,3.5,0.0,0.0,5.0,SF,13,2017
22.131,8.333333333333334,2017-12-03,December,"Kamara, Alvin",CAR,0.6666666666666666,69.0,5.666666666666667,0.6666666666666666,78.33333333333333,6.666666666666667,NO,13,2017
27.067,13.0,2017-12-03,December,"Lewis, Dion",BUF,0.3333333333333333,9.666666666666666,1.6666666666666667,0.3333333333333333,75.66666666666667,2.0,NE,13,2017
31.225,18.333333333333332,2017-12-03,December,"Lynch, Marshawn",NYG,0.0,23.0,1.6666666666666667,0.3333333333333333,70.0,2.0,OAK,13,2017
21.271,7.0,2017-12-03,December,"Mack, Marlon",JAX,0.0,20.0,1.6666666666666667,0.3333333333333333,14.0,2.3333333333333335,IND,13,2017
21.179,8.333333333333334,2017-12-03,December,"McCaffrey, Christian",NO,0.3333333333333333,33.333333333333336,3.3333333333333335,0.3333333333333333,44.0,6.333333333333333,CAR,13,2017
29.144,14.333333333333334,2017-12-03,December,"McCoy, LeSean",NE,0.3333333333333333,17.666666666666668,2.6666666666666665,0.3333333333333333,70.66666666666667,3.3333333333333335,BUF,13,2017
23.185,6.5,2017-12-03,December,"McGuire, Elijah",KC,0.0,24.5,2.5,0.0,21.5,4.0,NYJ,13,2017
25.214,12.333333333333334,2017-12-03,December,"McKinnon, Jerick",ATL,0.0,19.333333333333332,2.6666666666666665,0.0,34.333333333333336,4.0,MIN,13,2017
24.110,5.333333333333333,2017-12-03,December,"McKissic, J.D.",PHI,0.0,22.333333333333332,4.333333333333333,0.0,26.0,6.0,SEA,13,2017
26.222,16.666666666666668,2017-12-03,December,"Miller, Lamar",TEN,0.3333333333333333,14.333333333333334,2.0,0.3333333333333333,57.333333333333336,3.0,HOU,13,2017
27.319,17.333333333333332,2017-12-03,December,"Murray, Latavius",ATL,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,82.33333333333333,1.0,MIN,13,2017
28.230,3.0,2017-12-03,December,"Olawale, Jamize",NYG,0.0,6.0,2.0,0.0,16.0,2.0,OAK,13,2017
23.017,7.0,2017-12-03,December,"Perkins, Paul",OAK,0.0,9.0,2.0,0.0,16.0,3.0,NYG,13,2017
29.037,8.666666666666666,2017-12-03,December,"Powell, Bilal",KC,0.0,11.666666666666666,2.3333333333333335,0.0,28.666666666666668,3.0,NYJ,13,2017
24.122,10.0,2017-12-03,December,"Rawls, Thomas",PHI,0.0,12.0,2.0,0.0,27.0,2.0,SEA,13,2017
24.049,3.6666666666666665,2017-12-03,December,"Richard, Jalen",NYG,0.3333333333333333,9.333333333333334,1.6666666666666667,0.0,19.333333333333332,2.0,OAK,13,2017
26.213,6.0,2017-12-03,December,"Riddick, Theo",BAL,0.3333333333333333,8.666666666666666,1.6666666666666667,0.0,30.0,2.3333333333333335,DET,13,2017
27.300,4.0,2017-12-03,December,"Rodgers, Jacquizz",GB,0.0,2.0,0.3333333333333333,0.0,15.333333333333334,0.6666666666666666,TB,13,2017
