Age,Carries,Date,Month,Name,Oppt,Rec_TDs,Rec_Yds,Receptions,Rush_TDs,Rush_Yds,Targets,Team,Week,Year
26.238,16.0,2011-11-14,November,"Peterson, Adrian",GB,0.0,6.0,2.0,0.0,98.0,3.0,MIN,10,2011
24.343,5.0,2011-11-13,November,"Blount, LeGarrette",HOU,0.0,0.0,0.0,0.0,15.0,0.0,TB,10,2011
28.183,22.0,2011-11-13,November,"Gore, Frank",NYG,0.0,19.0,3.0,0.0,59.0,4.0,SF,10,2011
21.327,13.0,2011-11-13,November,"Ingram, Mark",ATL,0.0,0.0,0.0,0.0,40.0,0.0,NO,10,2011
21.047,2.0,2011-11-13,November,"Lewis, Dion",ARI,0.0,-3.0,1.0,0.0,10.0,1.0,PHI,10,2011
25.205,13.0,2011-11-13,November,"Lynch, Marshawn",BAL,0.0,14.0,2.0,0.0,33.0,2.0,SEA,10,2011
23.124,15.0,2011-11-13,November,"McCoy, LeSean",ARI,1.0,15.0,2.0,1.0,122.0,3.0,PHI,10,2011
21.280,2.0,2011-11-13,November,"Rodgers, Jacquizz",NO,0.0,33.0,3.0,0.0,0.0,5.0,ATL,10,2011
28.146,2.0,2011-11-13,November,"Sproles, Darren",ATL,0.0,75.0,7.0,0.0,7.0,9.0,NO,10,2011
24.237,7.0,2011-11-13,November,"Stewart, Jonathan",TEN,0.0,14.0,2.0,0.0,26.0,3.0,CAR,10,2011
25.321,16.0,2012-11-12,November,"Charles, Jamaal",PIT,0.0,0.0,0.0,0.0,87.0,0.0,KC,10,2012
25.342,3.0,2012-11-11,November,"Blount, LeGarrette",LAC,0.0,2.0,1.0,0.0,8.0,1.0,TB,10,2012
29.181,16.0,2012-11-11,November,"Gore, Frank",LAR,0.0,1.0,1.0,1.0,112.0,1.0,SF,10,2012
22.326,6.0,2012-11-11,November,"Ingram, Mark",ATL,0.0,0.0,0.0,0.0,15.0,1.0,NO,10,2012
26.203,21.0,2012-11-11,November,"Lynch, Marshawn",NYJ,0.0,12.0,2.0,0.0,85.0,2.0,SEA,10,2012
23.303,24.0,2012-11-11,November,"Martin, Doug",LAC,0.0,23.0,4.0,0.0,95.0,4.0,TB,10,2012
24.122,20.0,2012-11-11,November,"McCoy, LeSean",DAL,0.0,26.0,6.0,0.0,110.0,9.0,PHI,10,2012
27.235,17.0,2012-11-11,November,"Peterson, Adrian",DET,0.0,3.0,1.0,2.0,84.0,1.0,MIN,10,2012
24.015,3.0,2012-11-11,November,"Powell, Bilal",SEA,0.0,16.0,1.0,0.0,10.0,1.0,NYJ,10,2012
23.289,21.0,2012-11-11,November,"Ridley, Stevan",BUF,0.0,27.0,2.0,1.0,125.0,3.0,NE,10,2012
22.279,7.0,2012-11-11,November,"Rodgers, Jacquizz",NO,0.0,13.0,2.0,0.0,22.0,2.0,ATL,10,2012
22.345,2.0,2012-11-11,November,"Turbin, Robert",NYJ,0.0,2.0,1.0,0.0,5.0,1.0,SEA,10,2012
22.200,10.0,2013-11-11,November,"Miller, Lamar",TB,0.0,7.0,1.0,0.0,3.0,1.0,MIA,10,2013
21.353,4.0,2013-11-10,November,"Bernard, Giovani",BAL,0.0,8.0,1.0,0.0,22.0,2.0,CIN,10,2013
30.180,21.0,2013-11-10,November,"Gore, Frank",CAR,0.0,21.0,2.0,1.0,44.0,2.0,SF,10,2013
23.324,9.0,2013-11-10,November,"Ingram, Mark",DAL,0.0,0.0,0.0,0.0,11.0,0.0,NO,10,2013
27.202,17.0,2013-11-10,November,"Lynch, Marshawn",ATL,0.0,9.0,2.0,0.0,43.0,3.0,SEA,10,2013
25.121,31.0,2013-11-10,November,"McCoy, LeSean",GB,0.0,5.0,1.0,1.0,184.0,1.0,PHI,10,2013
23.277,2.0,2013-11-10,November,"Rodgers, Jacquizz",SEA,0.0,3.0,1.0,0.0,-1.0,1.0,ATL,10,2013
30.143,8.0,2013-11-10,November,"Sproles, Darren",DAL,0.0,88.0,6.0,0.0,22.0,6.0,NO,10,2013
23.343,3.0,2013-11-10,November,"Turbin, Robert",ATL,0.0,13.0,2.0,0.0,17.0,2.0,SEA,10,2013
24.330,12.0,2013-11-07,November,"Morris, Alfred",MIN,0.0,9.0,1.0,1.0,45.0,1.0,WAS,10,2013
28.231,18.0,2013-11-07,November,"Peterson, Adrian",WAS,1.0,18.0,4.0,2.0,93.0,4.0,MIN,10,2013
26.121,21.0,2014-11-10,November,"McCoy, LeSean",CAR,0.0,41.0,6.0,0.0,74.0,6.0,PHI,10,2014
31.143,11.0,2014-11-10,November,"Sproles, Darren",CAR,0.0,14.0,4.0,1.0,71.0,6.0,PHI,10,2014
27.234,9.0,2014-11-10,November,"Stewart, Jonathan",PHI,0.0,17.0,3.0,0.0,20.0,3.0,CAR,10,2014
23.272,4.0,2014-11-09,November,"Anderson, C.J.",OAK,0.0,0.0,0.0,0.0,27.0,0.0,DEN,10,2014
22.264,21.0,2014-11-09,November,"Bell, Le'Veon",NYJ,0.0,88.0,6.0,1.0,109.0,7.0,PIT,10,2014
27.339,4.0,2014-11-09,November,"Blount, LeGarrette",NYJ,0.0,0.0,0.0,1.0,6.0,1.0,PIT,10,2014
27.317,7.0,2014-11-09,November,"Charles, Jamaal",BUF,0.0,15.0,4.0,0.0,19.0,4.0,KC,10,2014
24.125,5.0,2014-11-09,November,"Cunningham, Benny",ARI,0.0,30.0,4.0,0.0,21.0,4.0,LAR,10,2014
23.035,1.0,2014-11-09,November,"Davis, Knile",BUF,0.0,3.0,1.0,0.0,3.0,1.0,KC,10,2014
22.239,2.0,2014-11-09,November,"Freeman, Devonta",TB,0.0,18.0,2.0,0.0,15.0,2.0,ATL,10,2014
31.179,16.0,2014-11-09,November,"Gore, Frank",NO,0.0,0.0,0.0,0.0,66.0,0.0,SF,10,2014
24.050,7.0,2014-11-09,November,"Hyde, Carlos",NO,0.0,0.0,0.0,1.0,50.0,0.0,SF,10,2014
24.323,13.0,2014-11-09,November,"Ingram, Mark",SF,0.0,1.0,1.0,2.0,60.0,1.0,NO,10,2014
26.232,10.0,2014-11-09,November,"Ivory, Chris",PIT,0.0,0.0,0.0,1.0,102.0,0.0,NYJ,10,2014
28.201,20.0,2014-11-09,November,"Lynch, Marshawn",NYG,0.0,14.0,1.0,2.0,110.0,1.0,SEA,10,2014
23.198,11.0,2014-11-09,November,"Miller, Lamar",DET,1.0,19.0,4.0,0.0,59.0,5.0,MIA,10,2014
26.013,1.0,2014-11-09,November,"Powell, Bilal",PIT,0.0,0.0,0.0,0.0,4.0,0.0,NYJ,10,2014
23.189,1.0,2014-11-09,November,"Riddick, Theo",MIA,0.0,0.0,0.0,0.0,4.0,0.0,DET,10,2014
24.276,6.0,2014-11-09,November,"Rodgers, Jacquizz",TB,0.0,1.0,1.0,1.0,34.0,1.0,ATL,10,2014
24.342,6.0,2014-11-09,November,"Turbin, Robert",NYG,0.0,0.0,0.0,0.0,27.0,0.0,SEA,10,2014
22.073,5.0,2014-11-09,November,"Williams, Andre",SEA,0.0,0.0,0.0,0.0,9.0,1.0,NYG,10,2014
21.302,5.0,2014-11-06,November,"Crowell, Isaiah",CIN,0.0,0.0,0.0,2.0,32.0,0.0,CLE,10,2014
22.017,4.0,2014-11-06,November,"Hill, Jeremy",CLE,0.0,0.0,0.0,0.0,19.0,0.0,CIN,10,2014
23.282,16.0,2014-11-06,November,"West, Terrance",CIN,0.0,0.0,0.0,0.0,100.0,0.0,CLE,10,2014
23.359,8.0,2015-11-16,November,"Bernard, Giovani",HOU,0.0,25.0,6.0,0.0,63.0,6.0,CIN,10,2015
24.203,9.0,2015-11-16,November,"Blue, Alfred",CIN,0.0,7.0,1.0,0.0,42.0,2.0,HOU,10,2015
23.027,19.0,2015-11-16,November,"Hill, Jeremy",HOU,0.0,0.0,0.0,2.0,63.0,0.0,CIN,10,2015
22.155,7.0,2015-11-15,November,"Abdullah, Ameer",GB,0.0,44.0,4.0,1.0,50.0,4.0,DET,10,2015
24.080,9.0,2015-11-15,November,"Allen, Javorius",JAX,0.0,4.0,1.0,0.0,30.0,1.0,BAL,10,2015
24.278,12.0,2015-11-15,November,"Anderson, C.J.",KC,0.0,19.0,4.0,0.0,29.0,8.0,DEN,10,2015
25.293,5.0,2015-11-15,November,"Bolden, Brandon",NYG,0.0,12.0,1.0,0.0,1.0,2.0,NE,10,2015
22.311,12.0,2015-11-15,November,"Crowell, Isaiah",PIT,0.0,13.0,2.0,0.0,20.0,2.0,CLE,10,2015
25.329,9.0,2015-11-15,November,"Ingram, Mark",WAS,0.0,98.0,8.0,0.0,24.0,9.0,NO,10,2015
22.053,7.0,2015-11-15,November,"Johnson, Duke",PIT,0.0,0.0,0.0,0.0,22.0,0.0,CLE,10,2015
22.253,6.0,2015-11-15,November,"Jones, Matt",NO,0.0,0.0,0.0,0.0,28.0,0.0,WAS,10,2015
23.344,1.0,2015-11-15,November,"Langford, Jeremy",LAR,0.0,0.0,0.0,0.0,1.0,0.0,CHI,10,2015
29.207,18.0,2015-11-15,November,"Lynch, Marshawn",ARI,0.0,31.0,5.0,0.0,73.0,7.0,SEA,10,2015
26.306,11.0,2015-11-15,November,"Martin, Doug",DAL,0.0,2.0,1.0,0.0,52.0,1.0,TB,10,2015
24.204,13.0,2015-11-15,November,"Miller, Lamar",PHI,0.0,22.0,1.0,0.0,53.0,1.0,MIA,10,2015
26.338,25.0,2015-11-15,November,"Morris, Alfred",NO,0.0,0.0,0.0,0.0,121.0,0.0,WAS,10,2015
25.301,11.0,2015-11-15,November,"Murray, Latavius",MIN,0.0,36.0,7.0,0.0,44.0,7.0,OAK,10,2015
26.212,1.0,2015-11-15,November,"Olawale, Jamize",MIN,0.0,19.0,3.0,0.0,6.0,3.0,OAK,10,2015
30.239,10.0,2015-11-15,November,"Peterson, Adrian",OAK,0.0,21.0,3.0,0.0,31.0,3.0,MIN,10,2015
22.104,2.0,2015-11-15,November,"Rawls, Thomas",ARI,0.0,0.0,0.0,0.0,5.0,0.0,SEA,10,2015
25.057,5.0,2015-11-15,November,"Sims, Charles",DAL,0.0,23.0,2.0,0.0,12.0,5.0,TB,10,2015
32.148,5.0,2015-11-15,November,"Sproles, Darren",MIA,0.0,76.0,7.0,0.0,50.0,9.0,PHI,10,2015
28.239,18.0,2015-11-15,November,"Stewart, Jonathan",TEN,0.0,25.0,4.0,0.0,56.0,4.0,CAR,10,2015
25.026,3.0,2015-11-15,November,"Thompson, Chris",NO,0.0,0.0,0.0,0.0,11.0,1.0,WAS,10,2015
26.197,3.0,2015-11-15,November,"Vereen, Shane",NE,0.0,46.0,4.0,0.0,14.0,5.0,NYG,10,2015
23.079,6.0,2015-11-15,November,"Williams, Andre",NE,0.0,0.0,0.0,0.0,14.0,0.0,NYG,10,2015
22.044,12.0,2015-11-15,November,"Yeldon, T.J.",BAL,0.0,16.0,3.0,0.0,51.0,4.0,JAX,10,2015
27.235,20.0,2015-11-12,November,"Ivory, Chris",BUF,0.0,9.0,1.0,2.0,91.0,1.0,NYJ,10,2015
27.123,17.0,2015-11-12,November,"McCoy, LeSean",NYJ,0.0,46.0,3.0,0.0,41.0,4.0,BUF,10,2015
24.358,5.0,2016-11-14,November,"Bernard, Giovani",NYG,0.0,5.0,2.0,0.0,25.0,4.0,CIN,10,2016
24.025,9.0,2016-11-14,November,"Hill, Jeremy",NYG,0.0,0.0,0.0,1.0,31.0,0.0,CIN,10,2016
29.344,22.0,2016-11-13,November,"Blount, LeGarrette",SEA,0.0,0.0,0.0,1.0,70.0,0.0,NE,10,2016
25.200,1.0,2016-11-13,November,"Blue, Alfred",JAX,0.0,0.0,0.0,0.0,4.0,0.0,HOU,10,2016
24.170,3.0,2016-11-13,November,"Booker, Devontae",NO,0.0,0.0,0.0,0.0,8.0,0.0,DEN,10,2016
26.129,1.0,2016-11-13,November,"Cunningham, Benny",NYJ,0.0,7.0,1.0,0.0,1.0,1.0,LAR,10,2016
21.114,20.0,2016-11-13,November,"Elliott, Ezekiel",PIT,0.0,1.0,1.0,1.0,51.0,2.0,DAL,10,2016
24.243,11.0,2016-11-13,November,"Freeman, Devonta",PHI,0.0,20.0,4.0,0.0,20.0,4.0,ATL,10,2016
23.214,14.0,2016-11-13,November,"Gordon, Melvin",MIA,0.0,0.0,0.0,2.0,57.0,0.0,LAC,10,2016
22.102,17.0,2016-11-13,November,"Gurley, Todd",NYJ,0.0,-5.0,1.0,0.0,47.0,3.0,LAR,10,2016
22.314,5.0,2016-11-13,November,"Henry, Derrick",GB,0.0,41.0,2.0,0.0,3.0,2.0,TEN,10,2016
26.054,23.0,2016-11-13,November,"Hyde, Carlos",ARI,0.0,5.0,2.0,2.0,88.0,3.0,SF,10,2016
26.328,12.0,2016-11-13,November,"Ingram, Mark",DEN,0.0,29.0,2.0,0.0,58.0,2.0,NO,10,2016
24.333,16.0,2016-11-13,November,"Johnson, David",SF,0.0,43.0,4.0,1.0,89.0,6.0,ARI,10,2016
24.343,17.0,2016-11-13,November,"Langford, Jeremy",TB,0.0,6.0,2.0,1.0,57.0,4.0,CHI,10,2016
27.305,18.0,2016-11-13,November,"Martin, Doug",CHI,0.0,34.0,5.0,0.0,62.0,5.0,TB,10,2016
24.194,1.0,2016-11-13,November,"McKinnon, Jerick",WAS,0.0,3.0,1.0,0.0,6.0,2.0,MIN,10,2016
25.202,28.0,2016-11-13,November,"Miller, Lamar",JAX,0.0,11.0,4.0,0.0,106.0,4.0,HOU,10,2016
27.337,7.0,2016-11-13,November,"Morris, Alfred",PIT,0.0,0.0,0.0,0.0,35.0,1.0,DAL,10,2016
28.017,4.0,2016-11-13,November,"Powell, Bilal",LAR,0.0,7.0,2.0,0.0,41.0,4.0,NYJ,10,2016
22.177,1.0,2016-11-13,November,"Prosise, C.J.",NE,0.0,13.0,1.0,0.0,-2.0,1.0,SEA,10,2016
22.289,1.0,2016-11-13,November,"Smallwood, Wendell",ATL,0.0,0.0,0.0,0.0,1.0,0.0,PHI,10,2016
33.146,5.0,2016-11-13,November,"Sproles, Darren",ATL,0.0,24.0,2.0,0.0,12.0,5.0,PHI,10,2016
29.237,15.0,2016-11-13,November,"Stewart, Jonathan",KC,0.0,0.0,0.0,0.0,64.0,1.0,CAR,10,2016
26.024,4.0,2016-11-13,November,"Thompson, Chris",MIN,0.0,16.0,2.0,1.0,23.0,2.0,WAS,10,2016
24.356,11.0,2016-11-13,November,"Ware, Spencer",CAR,0.0,129.0,7.0,1.0,70.0,8.0,KC,10,2016
25.164,3.0,2016-11-13,November,"West, Charcandrick",CAR,0.0,24.0,6.0,0.0,-1.0,6.0,KC,10,2016
24.284,1.0,2016-11-13,November,"White, James",SEA,0.0,40.0,5.0,0.0,4.0,7.0,NE,10,2016
27.285,3.0,2016-11-13,November,"Whittaker, Fozzy",KC,0.0,4.0,1.0,0.0,13.0,1.0,CAR,10,2016
24.224,2.0,2016-11-13,November,"Williams, Damien",LAC,0.0,29.0,1.0,0.0,9.0,2.0,MIA,10,2016
23.042,21.0,2016-11-13,November,"Yeldon, T.J.",HOU,0.0,30.0,4.0,1.0,39.0,6.0,JAX,10,2016
23.307,12.0,2016-11-10,November,"Crowell, Isaiah",BAL,0.0,16.0,2.0,1.0,62.0,2.0,CLE,10,2016
23.048,3.0,2016-11-10,November,"Johnson, Duke",BAL,0.0,28.0,3.0,0.0,22.0,5.0,CLE,10,2016
25.201,1.0,2016-11-10,November,"Juszczyk, Kyle",CLE,0.0,21.0,2.0,0.0,2.0,3.0,BAL,10,2016
25.287,12.0,2016-11-10,November,"West, Terrance",CLE,0.0,6.0,2.0,0.0,32.0,2.0,BAL,10,2016
21.159,13.0,2017-11-13,November,"McCaffrey, Christian",MIA,0.0,38.0,5.0,0.0,47.0,7.0,CAR,10,2017
30.237,18.0,2017-11-13,November,"Stewart, Jonathan",MIA,1.0,17.0,2.0,0.0,65.0,2.0,CAR,10,2017
24.152,15.0,2017-11-12,November,"Abdullah, Ameer",CLE,0.0,11.0,3.0,0.0,30.0,4.0,DET,10,2017
26.275,20.0,2017-11-12,November,"Anderson, C.J.",NE,0.0,7.0,1.0,0.0,81.0,3.0,DEN,10,2017
25.267,10.0,2017-11-12,November,"Bell, Le'Veon",IND,0.0,15.0,3.0,0.0,32.0,6.0,PIT,10,2017
25.355,7.0,2017-11-12,November,"Bernard, Giovani",TEN,0.0,39.0,1.0,0.0,40.0,2.0,CIN,10,2017
22.257,4.0,2017-11-12,November,"Breida, Matt",NYG,0.0,0.0,0.0,0.0,11.0,0.0,SF,10,2017
27.133,3.0,2017-11-12,November,"Burkhead, Rex",DEN,0.0,8.0,1.0,0.0,15.0,3.0,NE,10,2017
30.320,10.0,2017-11-12,November,"Charles, Jamaal",NE,0.0,0.0,0.0,0.0,40.0,1.0,DEN,10,2017
22.109,5.0,2017-11-12,November,"Cohen, Tarik",GB,1.0,47.0,8.0,0.0,66.0,12.0,CHI,10,2017
24.210,8.0,2017-11-12,November,"Coleman, Tevin",DAL,0.0,42.0,4.0,0.0,16.0,6.0,ATL,10,2017
22.191,4.0,2017-11-12,November,"Conner, James",IND,0.0,0.0,0.0,0.0,11.0,0.0,PIT,10,2017
24.308,17.0,2017-11-12,November,"Crowell, Isaiah",DET,0.0,33.0,2.0,0.0,33.0,2.0,CLE,10,2017
21.202,1.0,2017-11-12,November,"Foreman, D'Onta",LAR,0.0,0.0,0.0,0.0,4.0,0.0,HOU,10,2017
22.298,26.0,2017-11-12,November,"Fournette, Leonard",LAC,0.0,24.0,3.0,1.0,100.0,3.0,JAX,10,2017
25.242,12.0,2017-11-12,November,"Freeman, Devonta",DAL,0.0,2.0,2.0,1.0,37.0,2.0,ATL,10,2017
24.213,18.0,2017-11-12,November,"Gordon, Melvin",JAX,1.0,25.0,5.0,0.0,54.0,6.0,LAC,10,2017
34.182,10.0,2017-11-12,November,"Gore, Frank",PIT,0.0,10.0,1.0,0.0,42.0,1.0,IND,10,2017
23.101,19.0,2017-11-12,November,"Gurley, Todd",HOU,0.0,56.0,5.0,1.0,40.0,6.0,LAR,10,2017
23.312,6.0,2017-11-12,November,"Henry, Derrick",CIN,0.0,0.0,0.0,0.0,25.0,0.0,TEN,10,2017
23.010,13.0,2017-11-12,November,"Howard, Jordan",GB,0.0,14.0,3.0,1.0,52.0,5.0,CHI,10,2017
27.053,9.0,2017-11-12,November,"Hyde, Carlos",NYG,0.0,32.0,6.0,0.0,45.0,6.0,SF,10,2017
27.326,6.0,2017-11-12,November,"Ingram, Mark",BUF,0.0,54.0,5.0,0.0,17.0,5.0,NO,10,2017
26.203,1.0,2017-11-12,November,"Juszczyk, Kyle",NYG,0.0,17.0,2.0,0.0,0.0,4.0,SF,10,2017
22.110,7.0,2017-11-12,November,"Kamara, Alvin",BUF,0.0,20.0,4.0,0.0,18.0,6.0,NO,10,2017
25.040,10.0,2017-11-12,November,"Kelley, Robert",MIN,0.0,0.0,0.0,0.0,30.0,1.0,WAS,10,2017
27.046,2.0,2017-11-12,November,"Lewis, Dion",DEN,0.0,0.0,0.0,0.0,9.0,0.0,NE,10,2017
21.250,10.0,2017-11-12,November,"Mack, Marlon",PIT,0.0,21.0,1.0,1.0,24.0,1.0,IND,10,2017
29.123,22.0,2017-11-12,November,"McCoy, LeSean",NO,0.0,49.0,5.0,0.0,110.0,6.0,BUF,10,2017
25.193,3.0,2017-11-12,November,"McKinnon, Jerick",WAS,0.0,32.0,3.0,0.0,5.0,3.0,MIN,10,2017
26.201,17.0,2017-11-12,November,"Miller, Lamar",LAR,0.0,31.0,2.0,0.0,65.0,2.0,HOU,10,2017
21.111,8.0,2017-11-12,November,"Mixon, Joe",TEN,0.0,15.0,3.0,0.0,9.0,3.0,CIN,10,2017
24.294,19.0,2017-11-12,November,"Montgomery, Ty",CHI,0.0,39.0,4.0,1.0,54.0,4.0,GB,10,2017
28.335,4.0,2017-11-12,November,"Morris, Alfred",ATL,0.0,0.0,0.0,0.0,1.0,0.0,DAL,10,2017
27.298,2.0,2017-11-12,November,"Murray, Latavius",WAS,0.0,0.0,0.0,0.0,6.0,0.0,MIN,10,2017
29.016,7.0,2017-11-12,November,"Powell, Bilal",TB,0.0,17.0,5.0,0.0,22.0,6.0,NYJ,10,2017
26.192,1.0,2017-11-12,November,"Riddick, Theo",CLE,1.0,27.0,6.0,0.0,-1.0,7.0,DET,10,2017
27.023,3.0,2017-11-12,November,"Thompson, Chris",MIN,1.0,52.0,4.0,0.0,4.0,5.0,WAS,10,2017
25.282,10.0,2017-11-12,November,"White, James",DEN,0.0,30.0,3.0,0.0,38.0,5.0,NE,10,2017
22.223,2.0,2017-11-12,November,"Williams, Jamaal",CHI,0.0,0.0,0.0,0.0,9.0,0.0,GB,10,2017
32.233,6.0,2017-11-09,November,"Peterson, Adrian",SEA,0.0,0.0,0.0,0.0,18.0,1.0,ARI,10,2017
23.173,4.0,2017-11-09,November,"Prosise, C.J.",ARI,0.0,0.0,0.0,0.0,11.0,0.0,SEA,10,2017
24.350,7.5,2011-11-20,November,"Blount, LeGarrette",GB,0.0,0.0,0.5,0.0,24.5,1.0,TB,11,2011
28.190,14.0,2011-11-20,November,"Gore, Frank",ARI,0.0,13.5,2.0,0.0,29.5,2.5,SF,11,2011
23.117,7.0,2011-11-20,November,"Jones, Taiwan",MIN,0.0,0.0,0.0,0.0,39.0,0.0,OAK,11,2011
21.054,1.5,2011-11-20,November,"Lewis, Dion",NYG,0.0,-1.5,0.5,0.0,6.0,0.5,PHI,11,2011
25.212,22.5,2011-11-20,November,"Lynch, Marshawn",LAR,0.0,36.0,3.5,0.5,71.0,4.5,SEA,11,2011
23.131,14.5,2011-11-20,November,"McCoy, LeSean",NYG,0.5,13.5,2.5,1.0,101.5,4.0,PHI,11,2011
26.244,15.0,2011-11-20,November,"Peterson, Adrian",OAK,0.0,3.0,1.0,0.5,74.5,2.0,MIN,11,2011
21.287,4.5,2011-11-20,November,"Rodgers, Jacquizz",TEN,0.0,20.5,2.0,0.0,15.0,3.5,ATL,11,2011
24.244,5.5,2011-11-20,November,"Stewart, Jonathan",DET,0.0,18.0,3.0,0.0,24.5,5.0,CAR,11,2011
29.189,18.5,2012-11-19,November,"Gore, Frank",CHI,0.0,9.5,2.0,1.0,104.5,2.5,SF,11,2012
25.327,19.5,2012-11-18,November,"Charles, Jamaal",CIN,0.0,0.0,0.0,0.5,93.5,0.0,KC,11,2012
22.333,11.0,2012-11-18,November,"Ingram, Mark",OAK,0.0,0.0,0.0,0.0,41.0,1.0,NO,11,2012
24.241,7.0,2012-11-18,November,"Ivory, Chris",OAK,0.0,13.0,1.0,1.0,72.0,1.0,NO,11,2012
24.115,2.0,2012-11-18,November,"Jones, Taiwan",NO,0.0,7.0,1.0,0.0,6.0,1.0,OAK,11,2012
23.310,21.5,2012-11-18,November,"Martin, Doug",CAR,0.0,37.0,3.5,0.0,81.5,3.5,TB,11,2012
24.129,18.0,2012-11-18,November,"McCoy, LeSean",WAS,0.0,23.0,5.0,0.0,96.0,7.0,PHI,11,2012
23.342,28.0,2012-11-18,November,"Morris, Alfred",PHI,0.0,0.0,0.0,2.0,96.0,0.0,WAS,11,2012
24.022,2.0,2012-11-18,November,"Powell, Bilal",LAR,0.0,10.0,1.0,0.0,8.5,1.0,NYJ,11,2012
23.296,21.5,2012-11-18,November,"Ridley, Stevan",IND,0.0,13.5,1.0,1.0,111.5,2.0,NE,11,2012
22.286,5.0,2012-11-18,November,"Rodgers, Jacquizz",ARI,0.0,23.0,3.0,0.0,25.5,3.0,ATL,11,2012
25.242,8.0,2012-11-18,November,"Stewart, Jonathan",TB,0.0,23.0,2.0,0.0,31.0,2.0,CAR,11,2012
23.200,5.0,2012-11-18,November,"Vereen, Shane",IND,0.0,11.0,1.0,0.0,5.0,1.0,NE,11,2012
26.348,7.0,2013-11-18,November,"Blount, LeGarrette",CAR,0.0,0.0,0.0,0.0,15.0,0.0,NE,11,2013
24.295,9.0,2013-11-18,November,"Ridley, Stevan",CAR,0.0,0.0,0.0,0.0,46.0,0.0,NE,11,2013
26.242,13.0,2013-11-18,November,"Stewart, Jonathan",NE,0.0,0.0,0.0,0.0,41.0,0.0,CAR,11,2013
24.200,14.0,2013-11-18,November,"Vereen, Shane",CAR,0.0,58.0,7.0,0.0,101.0,10.0,NE,11,2013
21.272,22.0,2013-11-17,November,"Bell, Le'Veon",DET,0.0,39.0,3.0,1.0,57.0,3.0,PIT,11,2013
21.360,9.0,2013-11-17,November,"Bernard, Giovani",CLE,0.5,22.5,4.5,0.0,40.0,5.0,CIN,11,2013
26.325,16.0,2013-11-17,November,"Charles, Jamaal",DEN,0.0,23.0,3.0,1.0,77.0,6.0,KC,11,2013
22.043,4.0,2013-11-17,November,"Davis, Knile",DEN,0.0,5.0,1.0,0.0,12.0,1.0,KC,11,2013
30.187,18.5,2013-11-17,November,"Gore, Frank",NO,0.0,21.0,2.0,0.5,63.0,2.0,SF,11,2013
23.331,11.5,2013-11-17,November,"Ingram, Mark",SF,0.0,7.5,1.0,0.5,78.0,1.5,NO,11,2013
25.240,10.0,2013-11-17,November,"Ivory, Chris",BUF,0.0,0.0,0.0,0.0,15.0,2.0,NYJ,11,2013
27.209,20.5,2013-11-17,November,"Lynch, Marshawn",MIN,0.0,12.5,2.5,0.5,94.0,3.0,SEA,11,2013
25.128,28.0,2013-11-17,November,"McCoy, LeSean",WAS,0.0,5.5,1.0,0.5,169.5,1.0,PHI,11,2013
23.008,8.0,2013-11-17,November,"Michael, Christine",MIN,0.0,0.0,0.0,0.0,33.0,0.0,SEA,11,2013
22.206,8.5,2013-11-17,November,"Miller, Lamar",LAC,0.0,8.0,1.5,0.0,2.5,2.0,MIA,11,2013
24.340,19.0,2013-11-17,November,"Morris, Alfred",PHI,0.0,4.5,0.5,0.5,92.0,0.5,WAS,11,2013
28.241,19.0,2013-11-17,November,"Peterson, Adrian",SEA,0.5,10.0,3.0,2.0,84.0,3.0,MIN,11,2013
25.021,12.0,2013-11-17,November,"Powell, Bilal",BUF,0.0,35.0,4.0,0.0,29.0,5.0,NYJ,11,2013
23.284,2.5,2013-11-17,November,"Rodgers, Jacquizz",TB,0.0,15.5,3.0,0.0,15.0,4.0,ATL,11,2013
30.150,6.5,2013-11-17,November,"Sproles, Darren",SF,0.5,82.0,6.5,0.5,17.0,6.5,NO,11,2013
23.350,5.0,2013-11-17,November,"Turbin, Robert",MIN,0.0,4.0,1.5,0.0,15.0,1.5,SEA,11,2013
22.272,16.0,2014-11-17,November,"Bell, Le'Veon",TEN,0.0,60.5,7.0,0.5,72.5,8.5,PIT,11,2014
23.279,8.5,2014-11-16,November,"Anderson, C.J.",LAR,0.5,36.5,2.0,0.0,58.5,3.5,DEN,11,2014
23.203,1.0,2014-11-16,November,"Blue, Alfred",CLE,0.0,0.0,0.0,0.0,0.0,0.0,HOU,11,2014
24.137,4.0,2014-11-16,November,"Burkhead, Rex",NO,0.0,3.0,2.0,0.0,12.0,4.0,CIN,11,2014
25.288,2.0,2014-11-16,November,"Cadet, Travaris",CIN,0.0,18.0,3.0,0.0,9.0,5.0,NO,11,2014
27.324,11.0,2014-11-16,November,"Charles, Jamaal",SEA,0.0,17.5,3.5,0.5,58.5,4.0,KC,11,2014
21.312,8.5,2014-11-16,November,"Crowell, Isaiah",HOU,0.0,0.0,0.0,1.5,36.5,0.0,CLE,11,2014
24.132,4.5,2014-11-16,November,"Cunningham, Benny",DEN,0.0,23.0,3.0,0.5,16.5,4.0,LAR,11,2014
23.042,2.5,2014-11-16,November,"Davis, Knile",SEA,0.0,4.0,1.0,0.0,2.0,1.0,KC,11,2014
22.246,2.5,2014-11-16,November,"Freeman, Devonta",CAR,0.0,8.0,1.5,0.0,15.5,1.5,ATL,11,2014
