Name,Year,Week,Month,Team,Oppt,Age,h/a,Favored,Spread,O/U,Temperature,Wind,Receptions,Targets,Rec_TDs,Rec_Yds,Opp_Rank,Opp_Avg_Rec_Allowed,Opp_Avg_Targets_Allowed,Opp_Avg_TDs_Allowed,Opp_Avg_Yds_Allowed,Weather_DOME,Weather_Fog,Weather_Rain,Weather_Rain | Fog,Weather_Snow,Weather_Snow | Fog,Weather_Snow | Freezing Rain,Weather_Sunny,FD salary,FD points
"Agholor, Nelson",2017,7,October,PHI,WAS,24.151999999999997,1,1,-4.5,49.0,67.0,12.0,3.6666666666666665,5.333333333333333,0.6666666666666666,68.66666666666667,23,14.0,26.66666666666667,0.6666666666666666,208.0,0,0,0,0,0,0,0,1,5900.0,12.5
"Agholor, Nelson",2017,8,October,PHI,SF,24.158,1,1,-13.0,46.0,64.0,9.0,4.0,5.666666666666668,1.0,64.33333333333333,25,13.0,25.0,0.3333333333333333,147.66666666666666,0,0,1,0,0,0,0,0,6000.0,4.1
"Agholor, Nelson",2017,9,November,PHI,DEN,24.165,1,1,-7.0,41.0,61.0,5.0,3.6666666666666665,5.0,0.6666666666666666,42.0,11,9.666666666666666,20.0,0.0,99.0,0,0,0,0,0,0,0,1,6300.0,4.6
"Agholor, Nelson",2017,11,November,PHI,DAL,24.179000000000002,0,1,-6.0,48.0,72.0,0.0,6.0,8.0,1.0,86.0,23,9.0,19.0,0.3333333333333333,105.0,1,0,0,0,0,0,0,0,6000.0,0.3
"Agholor, Nelson",2017,12,November,PHI,CHI,24.186,1,1,-13.5,44.0,49.0,17.0,3.5,6.5,0.5,42.0,27,11.333333333333336,22.33333333333333,0.3333333333333333,117.66666666666669,0,0,0,0,0,0,0,1,5900.0,16.7
"Agholor, Nelson",2017,13,December,PHI,SEA,24.193,0,1,-5.5,47.5,44.0,3.0,3.333333333333333,6.333333333333332,0.6666666666666666,38.66666666666666,19,12.333333333333336,24.66666666666667,0.3333333333333333,134.0,0,0,0,0,0,0,0,1,6300.0,23.6
"Agholor, Nelson",2017,14,December,PHI,LAR,24.2,0,0,-1.0,47.5,83.0,0.0,3.6666666666666665,7.666666666666668,0.6666666666666666,57.0,12,11.333333333333336,20.666666666666668,0.3333333333333333,115.33333333333331,0,0,0,0,0,0,0,1,6200.0,10.4
"Agholor, Nelson",2017,15,December,PHI,NYG,24.206999999999997,0,1,-7.5,40.0,35.0,0.0,6.0,9.666666666666666,0.6666666666666666,79.0,1,9.666666666666666,17.666666666666668,1.0,120.66666666666669,0,0,0,0,0,0,0,1,6000.0,15.4
"Agholor, Nelson",2017,16,December,PHI,OAK,24.215,1,1,-10.0,46.0,29.0,15.0,7.333333333333332,10.666666666666666,0.6666666666666666,88.0,14,12.666666666666664,20.33333333333333,2.0,182.0,0,0,0,0,0,0,0,1,5900.0,5.5
"Agholor, Nelson",2017,17,December,PHI,DAL,24.221,1,0,-3.5,41.0,19.0,17.0,6.333333333333332,9.0,0.3333333333333333,52.66666666666666,18,12.0,21.0,2.0,177.66666666666663,0,0,0,0,0,0,0,1,6400.0,3.3
"Aiken, Kamar",2014,4,September,BAL,CAR,25.121,1,1,-3.5,42.0,79.0,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,4.333333333333333,9,14.333333333333336,21.33333333333333,0.6666666666666666,194.0,0,0,0,0,0,0,0,1,4500.0,2.7
"Aiken, Kamar",2014,5,October,BAL,IND,25.128,0,0,-2.5,49.5,72.0,0.0,1.0,1.3333333333333333,0.3333333333333333,11.666666666666664,16,13.666666666666664,21.33333333333333,0.6666666666666666,184.66666666666663,1,0,0,0,0,0,0,0,4600.0,1.3
"Aiken, Kamar",2014,6,October,BAL,TB,25.135,0,1,-3.5,44.5,87.0,4.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,14.333333333333336,7,15.666666666666664,23.33333333333333,0.6666666666666666,205.33333333333331,0,0,0,0,0,0,0,1,4500.0,9.0
"Aiken, Kamar",2014,7,October,BAL,ATL,25.142,1,1,-7.0,50.0,57.0,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,16.666666666666668,11,16.0,27.33333333333333,1.0,192.66666666666663,0,0,0,0,0,0,0,1,4900.0,2.3
"Aiken, Kamar",2014,8,October,BAL,CIN,25.149,0,1,-2.5,44.5,67.0,5.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,15.333333333333336,14,18.0,30.33333333333333,1.0,202.0,0,0,0,0,0,0,0,1,4800.0,2.5
"Aiken, Kamar",2014,9,November,BAL,PIT,25.156,0,0,-2.5,48.0,37.0,5.0,1.6666666666666667,3.0,0.3333333333333333,17.666666666666668,1,15.0,25.66666666666667,1.0,202.33333333333331,0,0,0,0,0,0,0,1,4600.0,1.7
"Aiken, Kamar",2014,10,November,BAL,TEN,25.163,1,1,-10.5,44.0,57.0,0.0,4.0,4.0,0.0,30.0,24,15.0,23.66666666666667,1.6666666666666667,212.33333333333331,0,0,0,0,0,0,0,1,4500.0,1.8
"Aiken, Kamar",2014,13,November,BAL,LAC,25.184,1,1,-6.5,46.0,58.0,0.0,2.5,2.5,0.0,21.5,2,13.333333333333336,19.0,1.6666666666666667,212.66666666666663,0,0,0,0,0,0,0,1,4500.0,6.6
"Aiken, Kamar",2014,14,December,BAL,MIA,25.191,0,0,-3.0,45.0,77.0,12.0,2.6666666666666665,3.0,0.0,31.33333333333333,18,15.333333333333336,21.0,1.3333333333333333,223.66666666666663,0,0,0,0,0,0,0,1,4900.0,15.5
"Aiken, Kamar",2014,15,December,BAL,JAX,25.198,1,1,-14.0,44.5,49.0,7.0,3.333333333333333,4.0,0.3333333333333333,43.0,16,17.333333333333332,23.0,1.6666666666666667,232.0,0,0,0,0,0,0,0,1,5400.0,0.0
"Aiken, Kamar",2014,16,December,BAL,HOU,25.205,0,1,-6.0,41.5,58.0,2.0,3.0,4.0,0.3333333333333333,38.66666666666666,24,17.333333333333332,26.33333333333333,1.3333333333333333,190.66666666666663,0,0,0,0,0,0,0,1,5100.0,0.0
"Aiken, Kamar",2014,17,December,BAL,CLE,25.212,1,1,-14.0,40.0,56.0,3.0,2.0,3.0,0.3333333333333333,21.66666666666667,25,14.666666666666664,26.0,0.3333333333333333,138.33333333333334,0,0,0,0,0,0,0,1,5100.0,8.3
